Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
Barry?,Rachel,surprise,positive,596,1,296,15,1,2,"0:15:45,778","0:15:46,279"
Barry?,Rachel,surprise,positive,597,0,296,15,1,2,"0:15:45,778","0:15:46,279"
C'mon in.,Barry,neutral,neutral,597,1,296,16,1,2,"0:15:46,279","0:15:48,348"
Are you sure?,Rachel,surprise,positive,597,2,296,17,1,2,"00:15:48,489","00:15:49,447"
"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",Barry,neutral,neutral,597,3,296,18,1,2,"00:15:49,657","00:15:52,116"
"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",Barry,neutral,neutral,598,0,296,18,1,2,"00:15:49,657","00:15:52,116"
Huh?!,Robbie,surprise,negative,598,1,296,19,1,2,"00:15:52,326","00:15:53,493"
"So, how ya doin?",Barry,neutral,neutral,598,2,296,20,1,2,"00:15:56,705","00:15:58,414"
Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,Monica,neutral,neutral,599,0,297,0,4,20,"00:08:33,763","00:08:37,599"
"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",Monica,joy,positive,599,1,297,1,4,20,"00:08:47,109","00:08:53,114"
"No-no, let me in!",Phoebe,anger,negative,599,2,297,2,4,20,"0:08:59,872","0:09:02,083"
Phoebe?,Monica,neutral,neutral,599,3,297,3,4,20,"0:09:02,083","0:09:02,623"
Yeah!,Phoebe,joy,positive,599,4,297,4,4,20,"00:09:02,708","00:09:03,917"
Can you just hold on for one minute?,Monica,neutral,neutral,599,5,297,5,4,20,"00:09:04,085","00:09:05,794"
"No, you have to let me in right now!!",Phoebe,joy,positive,599,6,297,6,4,20,"00:09:05,962","00:09:08,213"
Are you alone?,Monica,neutral,neutral,599,7,297,7,4,20,"0:09:09,882","0:09:10,466"
Yes!,Phoebe,joy,positive,599,8,297,8,4,20,"0:09:10,466","0:09:11,858"
All right.,Monica,neutral,neutral,599,9,297,9,4,20,"00:09:12,802","00:09:13,969"
Let go!,Monica,anger,negative,600,0,298,0,3,9,"0:22:08,368","0:22:08,952"
No! You let go!,Ross,anger,negative,600,1,298,1,3,9,"0:22:08,952","0:22:11,294"
How come it’s always us left in the field holding the ball?,Ross,joy,positive,600,2,298,2,3,9,"00:22:13,206","00:22:16,250"
I don’t know. I guess the other people just don’t care enough.,Monica,neutral,neutral,600,3,298,3,3,9,"00:22:16,418","00:22:20,254"
Hey! It’s starting to snow.,Ross,sadness,negative,600,4,298,4,3,9,"00:22:25,927","00:22:28,804"
Gimme the this!,Ross,anger,negative,600,5,298,5,3,9,"0:22:33,060","0:22:35,605"
Let go!,Monica,anger,negative,600,6,298,6,3,9,"0:22:35,605","0:22:36,285"
Y'know what?,Joey,neutral,neutral,601,0,299,0,3,5,"0:21:45,387","0:21:47,189"
Umm?,Chandler,neutral,neutral,601,1,299,1,3,5,"0:21:47,189","0:21:47,735"
I bet ‘ya ya I could fit in there.,Joey,neutral,neutral,601,2,299,2,3,5,"00:21:47,848","00:21:49,348"
I’ve got five bucks says you can’t.,Chandler,neutral,neutral,601,3,299,3,3,5,"00:21:51,935","00:21:54,562"
"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",Joey,joy,positive,602,0,300,0,1,23,"00:03:37,967","00:03:42,137"
Knick fan?,Lydia,neutral,neutral,602,1,300,1,1,23,"0:03:43,056","0:03:43,818"
"Oh, yeah.",Joey,neutral,neutral,602,2,300,2,1,23,"0:03:43,818","0:03:44,358"
"Oh, boy, do they suck.",Lydia,anger,negative,602,3,300,3,1,23,"0:03:44,474","0:03:46,566"
"Hey, listen, lady.......whoa.",Joey,surprise,negative,602,4,300,4,1,23,"0:03:46,566","0:03:47,696"
"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",Lydia,disgust,negative,602,5,300,5,1,23,"00:03:50,480","00:03:56,443"
Oh yeah? And who do you like?,Joey,neutral,neutral,602,6,300,6,1,23,"00:03:56,611","00:03:58,111"
The Celtics.,Lydia,neutral,neutral,602,7,300,7,1,23,"0:03:58,279","0:03:59,041"
"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",Joey,disgust,negative,602,8,300,8,1,23,"0:03:59,041","0:04:07,581"
"Oh, shut up. You know, it's a rebuilding year. You... waah!",Lydia,anger,negative,602,9,300,9,1,23,"00:04:08,081","00:04:11,875"
"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",Joey,anger,negative,602,10,300,10,1,23,"00:04:12,043","00:04:17,506"
There is no father.,Lydia,neutral,neutral,602,11,300,11,1,23,"00:04:16,172","00:04:17,506"
"Oh, oh, oh, sorry.",Joey,fear,negative,602,12,300,12,1,23,"00:04:17,674","00:04:19,424"
"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here.",Joey,neutral,neutral,602,13,300,14,1,23,"0:04:23,222","0:04:23,612"
Ok.,Lydia,neutral,neutral,602,14,300,15,1,23,"00:04:20,885","00:04:23,553"
"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",Barry,fear,negative,603,0,301,0,1,20,"00:19:25,164","00:19:32,128"
"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",Bernice,fear,negative,603,1,301,1,1,20,"00:19:35,465","00:19:41,220"
Oh God...,Barry,fear,negative,603,2,301,2,1,20,"00:19:41,388","00:19:43,141"
"I'll be right there, Bernice.",Barry,neutral,neutral,603,3,301,3,1,20,"00:19:41,388","00:19:44,265"
"Look, please, please don't go anywhere, okay?",Barry,fear,negative,603,4,301,4,1,20,"00:19:44,433","00:19:46,726"
Oh God...,Barry,fear,negative,604,0,301,2,1,20,"00:19:41,388","00:19:43,141"
"I'll be right there, Bernice.",Barry,neutral,neutral,604,1,301,3,1,20,"00:19:41,388","00:19:44,265"
"Look, please, please don't go anywhere, okay?",Barry,fear,negative,604,2,301,4,1,20,"00:19:44,433","00:19:46,726"
Okay.,Rachel,neutral,neutral,604,3,301,6,1,20,"0:19:48,456","0:19:50,116"
"Okay, we'll be here!",Rachel,neutral,neutral,604,4,301,7,1,20,"0:19:50,230","0:19:52,441"
Hating you!,Rachel,anger,negative,604,5,301,8,1,20,"0:19:52,441","0:19:53,301"
Did you see how he was sweating when he walked out of there?,Rachel,surprise,negative,604,6,301,9,1,20,"00:19:54,443","00:19:59,697"
"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",Rachel,neutral,neutral,604,7,301,10,1,20,"00:19:57,321","00:20:07,622"
Okay.,Rachel,neutral,neutral,605,0,301,6,1,20,"0:19:48,456","0:19:50,116"
"Okay, we'll be here!",Rachel,neutral,neutral,605,1,301,7,1,20,"0:19:50,230","0:19:52,441"
Hating you!,Rachel,anger,negative,605,2,301,8,1,20,"0:19:52,441","0:19:53,301"
Did you see how he was sweating when he walked out of there?,Rachel,surprise,negative,605,3,301,9,1,20,"00:19:54,443","00:19:59,697"
"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",Rachel,neutral,neutral,605,4,301,10,1,20,"00:19:57,321","00:20:07,622"
Yeah... I'm pretty sure I'm still gonna marry him.,Mindy,joy,positive,605,5,301,11,1,20,"00:20:03,744","00:20:07,622"
"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",Rachel,disgust,negative,605,6,301,12,1,20,"00:20:08,749","00:20:16,214"
"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",Mindy,neutral,neutral,605,7,301,13,1,20,"00:20:17,007","00:20:24,972"
Oh God.,Rachel,surprise,negative,605,8,301,14,1,20,"00:20:34,358","00:20:35,858"
I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,Mindy,fear,negative,605,9,301,15,1,20,"00:20:36,360","00:20:42,365"
And I hope Barry doesn't kill you and eat you in Aruba.,Rachel,sadness,negative,605,10,301,16,1,20,"00:20:43,617","00:20:46,702"
"Listen, Robert’s gonna be here any second so, will one of you just tell him?",Phoebe,neutral,neutral,606,0,302,0,3,13,"00:16:52,761","00:16:57,015"
Oh.,Ross,sadness,negative,606,1,302,1,3,13,"00:16:57,182","00:16:58,683"
"Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",Phoebe,fear,negative,606,2,302,2,3,13,"00:16:58,851","00:17:08,901"
"Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",Phoebe,fear,negative,607,0,302,2,3,13,"00:16:58,851","00:17:08,901"
"We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff.",Chandler,anger,negative,607,1,302,3,3,13,"00:17:04,648","00:17:08,901"
"We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff.",Chandler,anger,negative,608,0,302,3,3,13,"00:17:04,648","00:17:08,901"
"He’s right, even if it’s to say something complementary.",Ross,neutral,neutral,608,1,302,4,3,13,"00:17:11,488","00:17:15,324"
"He’s right, even if it’s to say something complementary.",Ross,neutral,neutral,609,0,302,4,3,13,"00:17:11,488","00:17:15,324"
Hey!,Robert,surprise,positive,609,1,302,5,3,13,"0:17:18,787","0:17:19,288"
Hey!,Robert,surprise,positive,610,0,302,5,3,13,"0:17:18,787","0:17:19,288"
Hey.,Phoebe,neutral,neutral,610,1,302,6,3,13,"0:17:19,288","0:17:20,717"
"So are ready for the gym? They’ve got this new rock climbing wall, we can spot each other.",Robert,neutral,neutral,610,2,302,7,3,13,"00:17:20,831","00:17:29,505"
"No, I can spot you from here.",Phoebe,neutral,neutral,610,3,302,8,3,13,"00:17:26,962","00:17:29,505"
What?,Robert,surprise,negative,610,4,302,9,3,13,"00:17:32,634","00:17:34,135"
"Okay, listen Robert...",Phoebe,neutral,neutral,610,5,302,10,3,13,"00:17:35,012","00:17:37,555"
I don’t have time for this.,Phoebe,anger,negative,611,0,303,0,2,5,"00:11:10,795","00:11:12,921"
"No, that is what the game is.",Monica,neutral,neutral,611,1,303,1,2,5,"00:11:13,089","00:11:16,758"
Which you just gave up really quickly.,Phoebe,neutral,neutral,612,0,304,0,3,5,"00:11:13,089","00:11:16,758"
Have you seen Joey?,Chandler,neutral,neutral,612,1,304,1,3,5,"0:11:19,428","0:11:20,304"
He started mine first!,Chandler,anger,negative,612,2,304,9,3,5,"00:11:49,792","00:11:51,626"
"Build the unit Cinderelly, lay the tile Cinderelly.",Phoebe,anger,negative,612,3,304,10,3,5,"00:11:51,794","00:11:54,754"
Have you seen Joey?,Chandler,neutral,neutral,613,0,304,1,3,5,"0:11:19,428","0:11:20,304"
What’s the matter?,Monica,neutral,neutral,613,1,304,2,3,5,"0:11:20,304","0:11:21,320"
"Oh, just this!  Y’know what it’s my fault really, because the couch is usually where we",Chandler,neutral,neutral,613,2,304,3,3,5,"00:11:21,430","00:11:37,529"
What’s going on?,Chandler,surprise,negative,613,3,304,5,3,5,"0:11:39,949","0:11:40,841"
He’s retiling my floor.,Monica,neutral,neutral,613,4,304,6,3,5,"0:11:40,841","0:11:42,745"
Yo!! Spackel boy! Get up!,Chandler,neutral,neutral,613,5,304,7,3,5,"00:11:43,244","00:11:49,624"
"Ah-ah-ah, now you started this, you will finish it.",Monica,anger,negative,613,6,304,8,3,5,"00:11:46,622","00:11:49,624"
He started mine first!,Chandler,anger,negative,613,7,304,9,3,5,"00:11:49,792","00:11:51,626"
"Oh, just this!  Y’know what it’s my fault really, because the couch is usually where we",Chandler,neutral,neutral,614,0,304,3,3,5,"00:11:21,430","00:11:37,529"
"Hey, does somebody wanna hand me one of those tiles.",Joey,neutral,neutral,614,1,304,4,3,5,"00:11:35,236","00:11:37,529"
What’s going on?,Chandler,surprise,negative,614,2,304,5,3,5,"0:11:39,949","0:11:40,841"
Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!,Chandler,joy,positive,615,0,305,0,3,15,"00:02:33,236","00:02:36,446"
Can I help you?,Issac,neutral,neutral,615,1,305,1,3,15,"00:02:39,826","00:02:40,868"
Uh-oh.,Chandler,fear,negative,615,2,305,2,3,15,"00:02:41,244","00:02:43,162"
"Chloe, switch with me, there’s some guys here that got a crush on you.",Issac,neutral,neutral,615,3,305,4,3,15,"00:02:51,337","00:02:54,756"
"Okay, that hurt us.",Chandler,joy,positive,615,4,305,5,3,15,"00:02:56,384","00:02:58,427"
Uh-oh.,Chandler,fear,negative,616,0,305,2,3,15,"00:02:41,244","00:02:43,162"
"Uh, y'know what, we’re having second thoughts about our copying needs. And we’ll need a little more time to think about it.",Joey,neutral,neutral,616,1,305,3,3,15,"00:02:44,622","00:02:54,756"
"Uh, y'know what, we’re having second thoughts about our copying needs. And we’ll need a little more time to think about it.",Joey,neutral,neutral,617,0,305,3,3,15,"00:02:44,622","00:02:54,756"
"Chloe, switch with me, there’s some guys here that got a crush on you.",Issac,neutral,neutral,617,1,305,4,3,15,"00:02:51,337","00:02:54,756"
"Okay, that hurt us.",Chandler,joy,positive,618,0,305,5,3,15,"00:02:56,384","00:02:58,427"
Hi guys. I haven’t seen you since this morning.,Chloe,neutral,neutral,618,1,305,6,3,15,"00:02:59,053","00:03:02,139"
"Well ah, ........y'know.",Chandler,neutral,neutral,618,2,305,7,3,15,"00:03:02,849","00:03:07,936"
"Hey, what are you guys doing tomorrow night?",Chloe,neutral,neutral,618,3,305,8,3,15,"00:03:09,272","00:03:11,481"
Maybe. Does that scare ya?,Chloe,neutral,neutral,618,4,305,10,3,15,"00:03:13,735","00:03:16,028"
Relax. It’s just Issac’s D.J.-ing at the Philly. You should come.,Chloe,neutral,neutral,618,5,305,11,3,15,"00:03:20,909","00:03:25,996"
"Great. I’ll ah, see ya then.",Chloe,joy,positive,618,6,305,13,3,15,"00:03:26,164","00:03:28,457"
"All right, rock on.",Chandler,joy,positive,618,7,305,14,3,15,"00:03:28,625","00:03:30,334"
"Hey, what are you guys doing tomorrow night?",Chloe,neutral,neutral,619,0,305,8,3,15,"00:03:09,272","00:03:11,481"
Both of us?,Joey,surprise,positive,619,1,305,9,3,15,"00:03:11,983","00:03:13,358"
Maybe. Does that scare ya?,Chloe,neutral,neutral,619,2,305,10,3,15,"00:03:13,735","00:03:16,028"
Relax. It’s just Issac’s D.J.-ing at the Philly. You should come.,Chloe,neutral,neutral,619,3,305,11,3,15,"00:03:20,909","00:03:25,996"
We’ll be there.,Joey,joy,positive,619,4,305,12,3,15,"00:03:24,037","00:03:25,996"
"Great. I’ll ah, see ya then.",Chloe,joy,positive,619,5,305,13,3,15,"00:03:26,164","00:03:28,457"
"Umm, candles, champagne, yeah anniversaries are great.",Ross,joy,positive,620,0,306,0,3,17,"00:12:45,890","00:12:50,602"
"‘Cause you know love lasts forever, y'know.",Ross,joy,positive,620,1,306,1,3,17,"00:12:51,103","00:12:53,605"
"Nothing like it in this lifetime, money in the bank, so Rachel and I broke up.",Ross,sadness,negative,620,2,306,2,3,17,"00:12:57,943","00:12:59,694"
"Oh God, Ross I am so sorry.",Carol,joy,positive,620,3,306,3,3,17,"00:13:01,238","00:13:03,782"
"Y'know what, I want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?",Carol,neutral,neutral,620,4,306,4,3,17,"00:13:05,284","00:13:13,583"
"Oh yeah, I’d love that.",Ross,joy,positive,620,5,306,5,3,17,"00:13:11,332","00:13:13,583"
"Oh, great! Me too.",Carol,joy,positive,620,6,306,6,3,17,"00:13:13,751","00:13:14,751"
I guess it all started when Rachel got this new job.,Ross,neutral,neutral,620,7,306,7,3,17,"00:13:14,919","00:13:18,588"
And why do you care so much?,Ross,neutral,neutral,621,0,307,0,4,17,"00:04:07,330","00:04:08,664"
Because! You could get to live out my fantasy!,Monica,joy,positive,621,1,307,1,4,17,"00:04:08,831","00:04:12,542"
You had fantasies about Emily?,Ross,sadness,negative,621,2,307,2,4,17,"00:04:13,169","00:04:15,170"
"No! Y’know,",Monica,neutral,neutral,621,3,307,3,4,17,"00:04:16,673","00:04:18,000"
Is that why in junior high you were the only one that hung out with that Ukrainian kid?,Ross,neutral,neutral,621,4,307,4,4,17,"00:04:25,098","00:04:29,601"
"Yeah that, plus his mom used to put sour cream on everything!",Monica,neutral,neutral,621,5,307,5,4,17,"00:04:30,853","00:04:35,440"
Do you love her?,Monica,neutral,neutral,621,6,307,6,4,17,"00:04:37,026","00:04:38,028"
"We said it was only going to be two weeks, y’know?",Ross,neutral,neutral,621,7,307,7,4,17,"00:04:39,362","00:04:42,364"
You love her!,Monica,surprise,positive,621,8,307,8,4,17,"00:04:43,658","00:04:45,200"
What-what is love really?,Ross,neutral,neutral,621,9,307,9,4,17,"00:04:45,868","00:04:48,370"
"Ohhh, I",Monica,neutral,neutral,621,10,307,10,4,17,"00:04:48,955","00:05:07,764"
I am a good kisser.,Ross,neutral,neutral,621,11,307,11,4,17,"00:05:08,808","00:05:10,851"
"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in…  I’ve been watching too much porn.",Monica,neutral,neutral,621,12,307,12,4,17,"00:05:12,186","00:05:22,237"
So basically this is very easy. You read from the script and try to sell as much toner as you possibly can.,Supervisor,neutral,neutral,622,0,308,0,7,13,"00:04:13,544","00:04:19,341"
"Okay, I can do that! Oh, by the way, I",Phoebe,joy,positive,622,1,308,1,7,13,"00:04:19,509","00:04:24,846"
Why don’t we do a trial run.,Supervisor,neutral,neutral,622,2,308,2,7,13,"00:04:25,014","00:04:28,141"
"Oh okay. Umm, all right.  Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please?",Phoebe,neutral,neutral,622,3,308,3,7,13,"00:04:28,768","00:04:37,317"
I’m the supply manager.,Supervisor,neutral,neutral,622,4,308,4,7,13,"00:04:37,485","00:04:39,069"
"Umm, okay I would like to talk to you about your toner needs.",Phoebe,neutral,neutral,622,5,308,5,7,13,"00:04:39,237","00:04:41,488"
"Kathy! Kathy! Hi!! Kathy! Kathy! (She doesn't hear him and keeps running, Chandler starts chasing her as the theme to",Chandler,joy,positive,623,0,309,0,4,5,"00:11:45,121","00:12:26,161"
"Hey, Chandler! What are you doing here?",Kathy,surprise,positive,623,1,309,1,4,5,"00:12:26,704","00:12:29,414"
"Oh, I just wanted to say, ""Hey!""",Chandler,joy,positive,623,2,309,2,4,5,"00:12:31,208","00:12:32,917"
Hey!,Kathy,neutral,neutral,623,3,309,3,4,5,"0:12:34,003","0:12:34,555"
Okay.,Chandler,neutral,neutral,623,4,309,4,4,5,"0:12:34,555","0:12:37,055"
"Oh, hey, Mon, do you still have your like old blouses and dresses from high school?",Phoebe,neutral,neutral,624,0,310,0,4,13,"00:02:02,455","00:02:06,375"
"Yeah, I think I have some around here somewhere. Why?",Monica,neutral,neutral,624,1,310,1,4,13,"00:02:07,127","00:02:09,545"
"Well, it’s just that maternity clothes are so expensive.",Phoebe,joy,positive,624,2,310,2,4,13,"00:02:09,712","00:02:11,880"
"Hey, Rach! I made a pile of your stuff over on this side of the room. If you could just……throw your purses at it.",Monica,sadness,negative,624,3,310,3,4,13,"00:02:14,717","00:02:22,516"
"Hey, Rach! I made a pile of your stuff over on this side of the room. If you could just……throw your purses at it.",Monica,sadness,negative,625,0,310,3,4,13,"00:02:14,717","00:02:22,516"
Bloomingdale’s,Rachel,neutral,neutral,625,1,310,4,4,13,"00:02:23,059","00:02:25,394"
"Oh my God, are you out of a job?",Monica,surprise,negative,625,2,310,5,4,13,"00:02:27,021","00:02:30,315"
"No, but they stuck me in personal shopping. Which is just a",Rachel,sadness,negative,625,3,310,6,4,13,"00:02:27,021","00:02:32,693"
Okay!,Phoebe,neutral,neutral,626,0,311,0,4,9,"0:00:04,879","0:00:06,801"
"Come on, no peeking!",Monica,joy,positive,626,1,311,1,4,9,"0:00:06,801","0:00:07,312"
"Come on, no peeking!",Monica,joy,positive,627,0,311,1,4,9,"0:00:06,801","0:00:07,312"
Our eyes are closed and we’re about to cross the street. Very good.,Chandler,joy,positive,627,1,311,2,4,9,"00:00:07,424","00:00:11,343"
Our eyes are closed and we’re about to cross the street. Very good.,Chandler,joy,positive,628,0,311,2,4,9,"00:00:07,424","00:00:11,343"
"Okayyyyy, open up!",Phoebe,joy,positive,628,1,311,3,4,9,"00:00:11,511","00:00:13,303"
"Okayyyyy, open up!",Phoebe,joy,positive,629,0,311,3,4,9,"00:00:11,511","00:00:13,303"
What did you want to show us? Because all I can see is this,Ross,neutral,neutral,629,1,311,4,4,9,"00:00:17,183","00:00:22,604"
"Yeah, it’s for our catering business!",Phoebe,joy,positive,629,2,311,5,4,9,"00:00:24,149","00:00:25,774"
"Yeah, it’s for our catering business!",Phoebe,joy,positive,630,0,311,5,4,9,"00:00:24,149","00:00:25,774"
I think I know that girl.,Joey,neutral,neutral,630,1,311,6,4,9,"00:00:25,942","00:00:27,985"
"And also, we don’t know what to do with this.",Phoebe,neutral,neutral,630,2,311,11,4,9,"00:00:38,913","00:00:42,166"
"Oh yeah, I definitely know her.",Joey,neutral,neutral,630,3,311,12,4,9,"00:00:44,961","00:00:47,212"
I think I know that girl.,Joey,neutral,neutral,631,0,311,6,4,9,"00:00:25,942","00:00:27,985"
"All right, umm, we’re not gonna really keep it this way though.",Monica,joy,positive,631,1,311,7,4,9,"0:00:30,113","0:00:33,005"
"All right, umm, we’re not gonna really keep it this way though.",Monica,joy,positive,632,0,311,7,4,9,"0:00:30,113","0:00:33,005"
No?,Rachel,surprise,negative,632,1,311,8,4,9,"0:00:33,005","0:00:33,762"
No?,Rachel,surprise,negative,633,0,311,8,4,9,"0:00:33,005","0:00:33,762"
"No, we’re gonna paint over the sword, and replace it with a baguette.",Phoebe,neutral,neutral,633,1,311,9,4,9,"00:00:33,867","00:00:36,910"
Oh!,Rachel,surprise,positive,633,2,311,10,4,9,"00:00:37,078","00:00:38,746"
"And also, we don’t know what to do with this.",Phoebe,neutral,neutral,633,3,311,11,4,9,"00:00:38,913","00:00:42,166"
"You don’t know?! Rach, you balded my girlfriend!",Ross,neutral,neutral,634,0,312,0,3,25,"00:16:14,598","00:16:16,766"
"All right! Ross, do you think it’s easy for me to see you with somebody else?",Rachel,anger,negative,634,1,312,1,3,25,"00:16:16,934","00:16:23,439"
"Y'know, hey! You’re the one who ended it, remember?",Ross,anger,negative,634,2,312,2,3,25,"00:16:23,607","00:16:25,650"
"Yeah, because I was",Rachel,neutral,neutral,634,3,312,3,3,25,"00:16:25,818","00:16:29,862"
You still love me?,Ross,sadness,negative,634,4,312,4,3,25,"0:16:31,240","0:16:32,283"
Noo.,Rachel,sadness,negative,634,5,312,5,3,25,"0:16:32,283","0:16:34,132"
You still love me.,Ross,neutral,neutral,634,6,312,6,3,25,"00:16:35,869","00:16:37,662"
"Oh, y-yeah, so, you-you love me!",Rachel,surprise,positive,634,7,312,7,3,25,"00:16:37,830","00:16:40,331"
"Noo, nnnnn. What does this mean? What do you, I mean do you wanna, get back together?",Ross,surprise,positive,634,8,312,8,3,25,"00:16:45,629","00:16:50,049"
Noo!,Rachel,anger,negative,634,9,312,9,3,25,"0:16:50,217","0:16:50,301"
Maybe!,Rachel,surprise,positive,634,10,312,10,3,25,"0:16:50,301","0:16:52,780"
"I, I don’t know.",Rachel,neutral,neutral,634,11,312,11,3,25,"00:16:52,886","00:16:54,512"
"Ross, I still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I feel so...",Rachel,sadness,negative,634,12,312,12,3,25,"00:16:56,890","00:17:07,442"
What?!,Ross,sadness,negative,634,13,312,13,3,25,"00:17:07,609","00:17:08,735"
"I just, I feel, I-I just...",Rachel,neutral,neutral,634,14,312,14,3,25,"00:17:09,862","00:17:15,575"
What?,Ross,neutral,neutral,634,15,312,15,3,25,"00:17:13,323","00:17:15,575"
I feel...,Rachel,neutral,neutral,634,16,312,16,3,25,"00:17:16,201","00:17:17,702"
Noo!,Rachel,anger,negative,635,0,312,9,3,25,"0:16:50,217","0:16:50,301"
Maybe!,Rachel,surprise,positive,635,1,312,10,3,25,"0:16:50,301","0:16:52,780"
"I, I don’t know.",Rachel,neutral,neutral,635,2,312,11,3,25,"00:16:52,886","00:16:54,512"
"Ross, I still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I feel so...",Rachel,sadness,negative,635,3,312,12,3,25,"00:16:56,890","00:17:07,442"
I feel...,Rachel,neutral,neutral,635,4,312,16,3,25,"00:17:16,201","00:17:17,702"
"Noo!! I don’t care! I’m not, I’m not gonna playing one-on-one strip poker with you for practice!",Chandler,anger,negative,635,5,312,17,3,25,"00:17:25,669","00:17:31,799"
"Noo!! I don’t care! I’m not, I’m not gonna playing one-on-one strip poker with you for practice!",Chandler,anger,negative,636,0,312,17,3,25,"00:17:25,669","00:17:31,799"
But I made cards!!,Joey,sadness,negative,636,1,312,18,3,25,"00:17:31,967","00:17:34,052"
Good night.,Joey,neutral,neutral,636,2,312,20,3,25,"00:17:41,351","00:17:43,227"
Wanna play strip poker for practice?,Joey,sadness,negative,636,3,312,21,3,25,"00:17:50,110","00:17:52,320"
Noo!,Rachel,anger,negative,637,0,312,9,3,25,"0:16:50,217","0:16:50,301"
Maybe!,Rachel,surprise,positive,637,1,312,10,3,25,"0:16:50,301","0:16:52,780"
"I, I don’t know.",Rachel,neutral,neutral,637,2,312,11,3,25,"00:16:52,886","00:16:54,512"
"Ross, I still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I feel so...",Rachel,sadness,negative,637,3,312,12,3,25,"00:16:56,890","00:17:07,442"
But I made cards!!,Joey,sadness,negative,637,4,312,18,3,25,"00:17:31,967","00:17:34,052"
Well! Good night.  I’m going upstairs.,Rachel,neutral,neutral,637,5,312,19,3,25,"00:17:35,179","00:17:41,100"
Good night.,Joey,neutral,neutral,637,6,312,20,3,25,"00:17:41,351","00:17:43,227"
Wanna play strip poker for practice?,Joey,sadness,negative,637,7,312,21,3,25,"00:17:50,110","00:17:52,320"
What are you doing?,Joey,neutral,neutral,638,0,313,0,6,1,"00:21:29,705","00:21:30,746"
The key’s stuck in the lock.,Chandler,neutral,neutral,638,1,313,1,6,1,"00:21:30,956","00:21:32,456"
I can fix it. Hold on.  Look out. Look out.,Joey,neutral,neutral,638,2,313,2,6,1,"00:21:32,666","00:21:37,753"
It still doesn’t work.,Chandler,joy,positive,638,3,313,3,6,1,"00:21:44,052","00:21:45,261"
"Isn’t it incredible?! Monica and Chandler, gettin’ married.",Rachel,joy,positive,639,0,314,0,6,25,"00:02:29,232","00:02:34,611"
"I know, they’re gonna be",Phoebe,joy,positive,639,1,314,1,6,25,"00:02:34,863","00:02:37,906"
"Ohh… I mean two best friends falling in love, how often does that happen?",Rachel,joy,positive,639,2,314,2,6,25,"00:02:38,324","00:02:41,034"
Not,Phoebe,neutral,neutral,639,3,314,3,6,25,"00:02:41,286","00:02:43,245"
No! I’m so happy for them!,Rachel,joy,positive,639,4,314,4,6,25,"00:02:44,247","00:02:45,831"
Me too! So happy for them!,Phoebe,joy,positive,639,5,314,5,6,25,"00:02:46,082","00:02:48,500"
"Oh no! No God, definitely not jealous!",Phoebe,neutral,neutral,639,6,314,7,6,25,"00:02:52,172","00:02:56,008"
"I mean I’m probably 98% happy, maybe 2% jealous. And I mean what’s 2%? That’s nothing.",Rachel,neutral,neutral,639,7,314,8,6,25,"00:03:05,018","00:03:06,518"
Totally. I’m like 90/10.,Phoebe,joy,positive,639,8,314,9,6,25,"00:03:06,769","00:03:13,400"
Yeah me too.,Rachel,neutral,neutral,639,9,314,10,6,25,"00:03:10,982","00:03:13,400"
Yeah me too.,Rachel,neutral,neutral,640,0,314,10,6,25,"00:03:10,982","00:03:13,400"
